name,is_male,is_female,is_surname
Gillian,False,True,False
Gillis,True,False,False
Gilroy,True,False,False
Giltbert,True,False,False
Gina,False,True,False
Ginés,True,False,False
Ginette,False,True,False
Ginevra,False,True,False
Ginger,False,True,False
Ginka,False,True,False
Ginnie,False,True,False
Ginny,False,True,False
Gino,True,False,False
Gintaras,True,False,False
Gintarė,False,True,False
Gintautas,True,False,False
Gio,True,False,False
Giò,True,True,False
Gioacchino,True,False,False
Gioachino,True,False,False
Giobbe,True,False,False
Gioconda,False,True,False
Gioele,True,False,False
Gioia,False,True,False
Giona,True,False,False
Gionata,True,False,False
Giordano,True,False,False
Giorgi,True,False,False
Giorgia,False,True,False
Giorgina,False,True,False
Giorgino,True,False,False
Giorgio,True,False,False
Giorgos,True,False,False
Giosetta,False,True,False
Giosuè,True,False,False
Giotto,True,False,False
Giovana,False,True,False
Giovanbattista,True,False,False
Giovanna,False,True,False
Giovannetta,False,True,False
Giovanni,True,False,False
Giove,True,False,False
Giraldo,True,False,False
Girish,True,False,False
Girisha,True,False,False
Girolamo,True,False,False
Ģirts,True,False,False
Gisa,False,True,False
Gisbert,True,False,False
Gisela,False,True,False
Giselbert,True,False,False
Gisèle,False,True,False
Gisele,False,True,False
Giselher,True,False,False
Gisella,False,True,False
Giselle,False,True,False
Giselmund,True,False,False
Gisila,False,True,False
Gisilbert,True,False,False
Gisilfrid,True,False,False
Gislenus,True,False,False
Gislin,True,False,False
Gismund,True,False,False
Gisselle,False,True,False
Gita,False,True,False
Githa,False,True,False
Gitta,False,True,False
Gittan,False,True,False
Gitte,False,True,False
Gittel,False,True,False
Giuanna,False,True,False
Giuanne,True,False,False
Giuditta,False,True,False
Giulia,False,True,False
Giuliana,False,True,False
Giuliano,True,False,False
Giulietta,False,True,False
Giulio,True,False,False
Giunone,False,True,False
Giuseppa,False,True,False
Giuseppe,True,False,False
Giuseppina,False,True,False
Giusi,True,True,False
Giustina,False,True,False
Giustino,True,False,False
Giusto,True,False,False
Giusy,False,True,False
Giv,True,False,False
Givi,True,False,False
Gizella,False,True,False
Gizem,False,True,False
Gizi,False,True,False
Gjergj,True,False,False
Gjermund,True,False,False
Gjertrud,False,True,False
Gjon,True,False,False
Gjord,True,False,False
Gjorgji,True,False,False
Gjurd,True,False,False
Gladwin,True,False,False
Gladwyn,True,False,False
Gladys,False,True,False
Glædwine,True,False,False
Glafira,False,True,False
Glanville,True,False,False
Glaphyra,False,True,False
Gláucia,False,True,False
Glaucia,True,True,False
Gláucio,True,False,False
Glauco,True,False,False
Glaucus,True,False,False
Glaukos,True,False,False
Gleb,True,False,False
Glebŭ,True,False,False
Glen,True,False,False
Glenda,False,True,False
Glendower,True,False,False
Glenice,False,True,False
Glenn,True,False,False
Glenna,False,True,False
Glennis,False,True,False
Glenys,False,True,False
Gligor,True,False,False
Glika,False,True,False
Glikeriya,False,True,False
Glinda,False,True,False
Glooscap,True,False,False
Glória,False,True,False
Gloria,False,True,False
Gloriana,False,True,False
Glorija,False,True,False
Glorinda,False,True,False
Glory,False,True,False
Glukel,False,True,False
Glykeria,False,True,False
Glyn,True,False,False
Glyndwr,True,False,False
Glynis,False,True,False
Glynn,True,False,False
Gnaeus,True,False,False
Gnevomir,True,False,False
Gniewko,True,False,False
Gniewomir,True,False,False
Gobán,True,False,False
Gobannos,True,False,False
Gobbán,True,False,False
Gobind,True,False,False
Gobinda,True,False,False
Gobnait,False,True,False
Gobnat,False,True,False
Gobnata,False,True,False
Gobnet,False,True,False
Gocha,True,False,False
Goda,True,True,False
Godabert,True,False,False
Goddard,True,False,False
Godefrid,True,False,False
Godefroy,True,False,False
Godehard,True,False,False
Godelieve,False,True,False
Godeliva,False,True,False
Godescalc,True,False,False
Godfrey,True,False,False
Godfried,True,False,False
Godgifu,False,True,False
Godiva,False,True,False
Godofredo,True,False,False
Godric,True,False,False
Godtfred,True,False,False
Godwine,True,False,False
Godzilla,True,False,False
Goemon,True,False,False
Gofannon,True,False,False
Goffredo,True,False,False
Gofraidh,True,False,False
Goga,True,False,False
Gogi,True,False,False
Gohar,True,True,False
Goibniu,True,False,False
Goizane,False,True,False
Goizargi,False,True,False
Goizeder,True,True,False
Gojira,True,False,False
Gojko,True,False,False
Gökçe,False,True,False
Göker,True,False,False
Gökhan,True,False,False
Göksu,True,True,False
Göktuğ,True,False,False
Goku,True,False,False
Gol,False,True,False
Golbahar,False,True,False
Golda,False,True,False
Goldie,False,True,False
Goldilocks,False,True,False
Goliath,True,False,False
Gollum,True,False,False
Golnar,False,True,False
Gölnara,False,True,False
Golnaz,False,True,False
Golshan,True,True,False
Golyat,True,False,False
Golzar,True,True,False
Gomer,True,True,False
Gomes,True,False,False
Gomesendus,True,False,False
Gonca,False,True,False
Gonçal,True,False,False
Gonçalo,True,False,False
Goneril,False,True,False
Gonggong,True,False,False
Gonorilla,False,True,False
Gontran,True,False,False
Gönül,False,True,False
Gonxhe,False,True,False
Gonzalo,True,False,False
Goodwin,True,False,False
Gopal,True,False,False
Gopala,True,False,False
Gopinath,True,False,False
Gopinatha,True,False,False
Gor,True,False,False
Goraidh,True,False,False
Göran,True,False,False
Gøran,True,False,False
Goran,True,False,False
Goranka,False,True,False
Gord,True,False,False
Gordan,True,False,False
Gordana,False,True,False
Gorden,True,False,False
Gordian,True,False,False
Gordianus,True,False,False
Gordie,True,False,False
Gordon,True,False,False
Gordy,True,False,False
Gore,True,False,False
Goretti,False,True,False
Ġorġ,True,False,False
Gorgi,True,False,False
Gorica,False,True,False
Gorka,True,False,False
Gormflaith,False,True,False
Gormlaith,False,True,False
Goro,True,False,False
Gorō,True,False,False
Goronwy,True,False,False
Gorou,True,False,False
Gosia,False,True,False
Gosse,True,False,False
Gösta,True,False,False
Göstav,True,False,False
Gostislav,True,False,False
Goswin,True,False,False
Göta,False,True,False
Gotam,True,False,False
Gotama,True,False,False
Gotarz,True,False,False
Gotarzes,True,False,False
Göte,True,False,False
Goteleib,True,False,False
Gottfrid,True,False,False
Gottfried,True,False,False
Gotthard,True,False,False
Gotthilf,True,False,False
Gotthold,True,False,False
Gottlieb,True,False,False
Gottlob,True,False,False
Gottschalk,True,False,False
Gotzon,True,False,False
Gotzone,False,True,False
Gourab,True,False,False
Goutam,True,False,False
Gouyen,False,True,False
Govannon,True,False,False
Govind,True,False,False
Govinda,True,False,False
Gowad,True,False,False
Gowri,False,True,False
Goyaałé,True,False,False
Góyąń,False,True,False
Goyathlay,True,False,False
Goyo,True,False,False
Gözde,False,True,False
Gözel,False,True,False
Gozzo,True,False,False
Graça,False,True,False
Grace,False,True,False
Gracelyn,False,True,False
Gracelynn,False,True,False
Gracia,False,True,False
Graciana,False,True,False
Graciano,True,False,False
Gracie,False,True,False
Graciela,False,True,False
Gracília,False,True,False
Gracinda,False,True,False
Gracja,False,True,False
Gracjan,True,False,False
Gracjana,False,True,False
Grady,True,False,False
Graeme,True,False,False
Graham,True,False,False
Grahame,True,False,False
Gráinne,False,True,False
Grania,False,True,False
Granit,True,False,False
Grant,True,False,False
Granuaile,False,True,False
Granville,True,False,False
Granya,False,True,False
Gratia,False,True,False
Gratian,True,False,False
Gratiana,False,True,False
Gratianus,True,False,False
Gratien,True,False,False
Gray,True,True,False
Graysen,True,False,False
Grayson,True,False,False
Grazia,False,True,False
Graziana,False,True,False
Graziano,True,False,False
Graziella,False,True,False
Gražina,False,True,False
Grażyna,False,True,False
Gréagóir,True,False,False
Greer,True,True,False
Greet,False,True,False
Greetje,False,True,False
Greg,True,False,False
Grega,True,False,False
Greger,True,False,False
Gregers,True,False,False
Gregg,True,False,False
Grégoire,True,False,False
Gregor,True,False,False
Gregoria,False,True,False
Gregório,True,False,False
Gregorio,True,False,False
Gregorios,True,False,False
Gregorius,True,False,False
Grégory,True,False,False
Gregory,True,False,False
Greig,True,False,False
Grenville,True,False,False
Gresham,True,False,False
Gréta,False,True,False
Greta,False,True,False
Gretchen,False,True,False
Grete,False,True,False
Gretel,False,True,False
Grethe,False,True,False
Gretta,False,True,False
Grey,True,True,False
Greyson,True,False,False
Grga,True,False,False
Grgur,True,False,False
Grid,False,True,False
Grier,True,True,False
Griet,False,True,False
Griffin,True,False,False
Griffith,True,False,False
Grifud,True,False,False
Grigol,True,False,False
Grigor,True,False,False
Grigore,True,False,False
Grigori,True,False,False
Grigorii,True,False,False
Grigorijs,True,False,False
Grigorios,True,False,False
Grigoris,True,False,False
Grigoriy,True,False,False
Grigory,True,False,False
Grīmahildiz,False,True,False
Grimaldo,True,False,False
Grímhildr,False,True,False
Grimhilt,False,True,False
Grimwald,True,False,False
Grinch,True,False,False
Griogair,True,False,False
Griselda,False,True,False
Grisha,True,False,False
Grishma,False,True,False
Gríðr,False,True,False
Grizel,False,True,False
Gro,False,True,False
Gróa,False,True,False
Gronw,True,False,False
Grosvenor,True,False,False
Grover,True,False,False
Grozda,False,True,False
Grozdan,True,False,False
Grozdana,False,True,False
Gruffud,True,False,False
Gruffudd,True,False,False
Gruffydd,True,False,False
Grusha,False,True,False
Gry,False,True,False
Grzegorz,True,False,False
Guadalupe,True,True,False
Gualberto,True,False,False
Gualguainus,True,False,False
Guálter,True,False,False
Gualterio,True,False,False
Gualtiero,True,False,False
Guanting,True,True,False
Guanyin,False,True,False
Guanyu,True,True,False
Guarin,True,False,False
Guda,True,False,False
Gudbrand,True,False,False
Gudina,True,False,False
Gudmund,True,False,False
Gudrun,False,True,False
Guendolen,False,True,False
Guendoleu,True,False,False
Guendoloena,False,True,False
Guenevere,False,True,False
Guenièvre,False,True,False
Guerino,True,False,False
Guglielmo,True,False,False
Gugulethu,False,True,False
Gui,True,False,False
Guido,True,False,False
Guifré,True,False,False
Guilherme,True,False,False
Guillaume,True,False,False
Guillem,True,False,False
Guillerme,True,False,False
Guillermina,False,True,False
Guillermo,True,False,False
Guim,True,False,False
Guinevere,False,True,False
Guiomar,True,True,False
Guiscard,True,False,False
Guiying,True,True,False
Gül,False,True,False
Gul,True,True,False
Gula,False,True,False
Gülay,False,True,False
Gulbadan,False,True,False
Gülbahar,False,True,False
Gulbahar,True,True,False
Gulbrand,True,False,False
Gulbrandr,True,False,False
Gülçin,False,True,False
Gülden,False,True,False
Güler,False,True,False
Guli,False,True,False
Gulisa,False,True,False
Gülistan,False,True,False
Gulistan,False,True,False
Gülizar,False,True,False
Gull,False,True,False
Gulla,False,True,False
Gulmira,False,True,False
Gülnar,False,True,False
Gulnar,False,True,False
Gülnarə,False,True,False
Gulnara,False,True,False
Gülnaz,False,True,False
Gulnaz,False,True,False
Gulnora,False,True,False
Gülnur,False,True,False
Gulrukh,False,True,False
Gülşat,False,True,False
Gülşen,False,True,False
Gulshan,True,False,False
Gülsüm,False,True,False
Gülten,False,True,False
Gulumbu,False,True,False
Gulzar,True,True,False
Guma,True,False,False
Gumarich,True,False,False
Gumersindo,True,False,False
Gun,False,True,False
Gunārs,True,False,False
Günəş,False,True,False
Günay,True,True,False
Gunborg,False,True,False
Gunda,False,True,False
Gundahar,True,False,False
Gundega,False,True,False
Gunder,True,False,False
Gundhram,True,False,False
Gundisalvus,True,False,False
Gundula,False,True,False
Gündüz,True,False,False
Günel,False,True,False
Güneş,False,True,False
Gunhild,False,True,False
Gunhilda,False,True,False
Gunilla,False,True,False
Gunn,False,True,False
Gunna,False,True,False
Gunnar,True,False,False
Gunnarr,True,False,False
Gunnbjǫrg,False,True,False
Gunne,True,False,False
Gunnel,False,True,False
Gunner,True,False,False
Gunnhild,False,True,False
Gunnhildr,False,True,False
Gunnhildur,False,True,False
Gunni,True,False,False
Gunnr,False,True,False
Gunnvaldr,True,False,False
Gunnvǫr,False,True,False
Gunnvor,False,True,False
Gunta,False,True,False
Günter,True,False,False
Gunter,True,False,False
Günther,True,False,False
Gunther,True,False,False
Gunþīharjaz,True,False,False
Guntram,True,False,False
Guntur,True,False,False
Gunvald,True,False,False
Gunvor,False,True,False
Guo,True,True,False
Guorthigirn,True,False,False
Gurban,True,False,False
Gurdeep,True,True,False
Gurgen,True,False,False
Gurmeet,True,True,False
Guro,False,True,False
Gurpreet,True,True,False
Gürsel,True,False,False
Gurutz,True,False,False
Gurutze,False,True,False
Gus,True,False,False
Gussie,False,True,False
Gust,True,False,False
Gusta,False,True,False
Gustaaf,True,False,False
Gustaf,True,False,False
Gustas,True,False,False
Gustav,True,False,False
Gustava,False,True,False
Gustavas,True,False,False
Gustave,True,False,False
Gustavo,True,False,False
Gustavs,True,False,False
Gustaw,True,False,False
Gusti,True,False,False
Gusztáv,True,False,False
Guðbrandr,True,False,False
Guðfrøðr,True,False,False
Guðini,True,False,False
Guðlaug,False,True,False
Guðleif,False,True,False
Guðleifr,True,False,False
Guðmundr,True,False,False
Guðmundur,True,False,False
Guðni,True,False,False
Guðríðr,False,True,False
Guðríður,False,True,False
Guðrøðr,True,False,False
Guðrún,False,True,False
Gutierre,True,False,False
Guto,True,False,False
Guus,True,False,False
Guusje,False,True,False
Güvenç,True,False,False
Guwisti,False,True,False
Guy,True,False,False
Guzal,False,True,False
Güzel,False,True,False
Gvidas,True,False,False
Gwalchmai,True,False,False
Gwalchmei,True,False,False
Gwallter,True,False,False
Gwandoya,True,False,False
Ġwann,True,False,False
Gwawl,True,False,False
Gwawr,False,True,False
Gwen,False,True,False
Gwenaël,True,False,False
Gwenaëlle,False,True,False
Gwenda,False,True,False
Gwendal,True,False,False
Gwenddoleu,True,False,False
Gwenddydd,False,True,False
Gwendolen,False,True,False
Gwendoline,False,True,False
Gwendolyn,False,True,False
Gweneth,False,True,False
Gwenevere,False,True,False
Gwenfrewi,False,True,False
Gwenhael,True,False,False
Gwenhwyfar,False,True,False
Gwenith,False,True,False
Gwenllian,False,True,False
Gwenn,False,True,False
Gwenneg,True,False,False
Gwenneth,False,True,False
Gwenyth,False,True,False
Gwil,True,False,False
Gwilherm,True,False,False
Gwilim,True,False,False
Gwillym,True,False,False
Gwilym,True,False,False
Gwladus,False,True,False
Gwladys,False,True,False
Gwrtheyrn,True,False,False
Gwydion,True,False,False
Gwyn,True,False,False
Gwynedd,True,True,False
Gwyneira,False,True,False
Gwyneth,False,True,False
Gwynfor,True,False,False
Gwynn,True,False,False
Gwythyr,True,False,False
Gyatso,True,False,False
Gyda,False,True,False
Gyeong,True,True,False
Gyeong-Hui,False,True,False
Gyeong-Ja,False,True,False
Gyeong-Suk,False,True,False
Gyles,True,False,False
Gyneth,False,True,False
Gyöngyi,False,True,False
Gyöngyvér,False,True,False
György,True,False,False
Györgyi,False,True,False
Györgyike,False,True,False
Győző,True,False,False
Gypsy,False,True,False
Gyða,False,True,False
Gytha,False,True,False
Gyula,True,False,False
Gyuri,True,False,False
Hà,True,True,False
Haakon,True,False,False
Haamid,True,False,False
Habacuc,True,False,False
Habakkuk,True,False,False
Habib,True,False,False
Habiba,False,True,False
Habibullah,True,False,False
Həcər,False,True,False
Hacer,False,True,False
Hachiro,True,False,False
Hachirō,True,False,False
Hachirou,True,False,False
Hacî,True,False,False
Hacı,True,False,False
Hadad,True,False,False
Hadar,True,True,False
Hadas,False,True,False
Hadasa,False,True,False
Hadassa,False,True,False
Hadassah,False,True,False
Hades,True,False,False
Hadewidis,False,True,False
Hadewig,False,True,False
Hadewych,False,True,False
Hadi,True,False,False
Hadia,False,True,False
Hadija,False,True,False
Hadijah,False,True,False
Hadil,False,True,False
Hadiya,False,True,False
Hadiye,False,True,False
Hadiyya,False,True,False
Hadiza,False,True,False
Hadizatu,False,True,False
Hadley,True,True,False
Hadrian,True,False,False
Hadriana,False,True,False
Hadrianus,True,False,False
Hadrien,True,False,False
Hadubert,True,False,False
Hadya,False,True,False
Hadyn,True,True,False
Haerviu,True,False,False
Ha-Eun,False,True,False
Haf,False,True,False
Hafdís,False,True,False
Hafeez,True,False,False
Hafez,True,False,False
Hafiz,True,False,False
Hafsa,False,True,False
Hafsah,False,True,False
Hafsat,False,True,False
Hafsatu,False,True,False
Hafza,False,True,False
Hagano,True,False,False
Hagar,False,True,False
Hagen,True,False,False
Haggai,True,False,False
Haggith,False,True,False
Hagir,False,True,False
Hagit,False,True,False
Hagne,False,True,False
Hagop,True,False,False
Hải,True,False,False
Hai,True,True,False
Haidar,True,False,False
Haidee,False,True,False
Haider,True,False,False
Haides,True,False,False
Haifa,False,True,False
Haig,True,False,False
Haik,True,False,False
Hailee,False,True,False
Hailey,False,True,False
Hailie,False,True,False
Hailwic,False,True,False
Haim,True,False,False
Haimarīks,True,False,False
Haimo,True,False,False
Haizea,False,True,False
Hajar,False,True,False
Haji,True,False,False
Hajime,True,False,False
Hajna,False,True,False
Hajnal,False,True,False
Hajnalka,False,True,False
Hajni,False,True,False
Ha-Joon,True,False,False
Ha-Jun,True,False,False
Håkan,True,False,False
Hakan,True,False,False
Hakeem,True,False,False
Hakim,True,False,False
Hakob,True,False,False
Hákon,True,False,False
Håkon,True,False,False
Hákun,True,False,False
Hal,True,False,False
Hala,False,True,False
Halcyon,False,True,False
Halcyone,False,True,False
Haldor,True,False,False
Hale,True,True,False
Haleigh,False,True,False
Haley,False,True,False
Hálfdan,True,False,False
Halfdan,True,False,False
Halide,False,True,False
Halil,True,False,False
Halim,True,False,False
Halima,False,True,False
Halimah,False,True,False
Halimat,False,True,False
Halimatu,False,True,False
Halime,False,True,False
Halimede,False,True,False
Halina,False,True,False
Halinka,False,True,False
Halit,True,False,False
Halkyone,False,True,False
Hall,True,False,False
Hallam,True,False,False
Hallbjǫrg,False,True,False
Hallbjörn,True,False,False
Hallbjǫrn,True,False,False
Halldór,True,False,False
Halldor,True,False,False
Halldóra,False,True,False
Halle,True,True,False
Hallel,True,True,False
Halli,True,False,False
Hallie,False,True,False
Hallr,True,False,False
Hallstein,True,False,False
Hallsteinn,True,False,False
Hallþóra,False,True,False
Hallþórr,True,False,False
Hallvard,True,False,False
Hallvarðr,True,False,False
Halo,False,True,False
Halsten,True,False,False
Haluk,True,False,False
Halvar,True,False,False
Halvard,True,False,False
Halvdan,True,False,False
Halvor,True,False,False
Halyna,False,True,False
Ham,True,False,False
Hama,True,False,False
Haman,True,False,False
Hamed,True,False,False
Hameed,True,False,False
Hamid,True,False,False
Hamida,False,True,False
Hamidah,False,True,False
Hamide,False,True,False
Hamideh,False,True,False
Hamidullah,True,False,False
Hamilcar,True,False,False
Hamilton,True,False,False
Hamish,True,False,False
Hamisi,True,False,False
Hamisu,True,False,False
Hamit,True,False,False
Hamlet,True,False,False
Hammoleketh,False,True,False
Hammond,True,False,False
Hammurabi,True,False,False
Hammu-Rapi,True,False,False
Hamnet,True,False,False
Hamo,True,False,False
Hamon,True,False,False
Hampus,True,False,False
Hámundr,True,False,False
Hamutal,False,True,False
Hamza,True,False,False
Han,True,False,False
Hana,False,True,False
Hanaa,False,True,False
Hanae,False,True,False
Hanako,False,True,False
Hanan,True,True,False
Hanane,False,True,False
Hananiah,True,False,False
Hananias,True,False,False
Handan,False,True,False
Hande,False,True,False
Haneef,True,False,False
Haneul,True,True,False
Hằng,False,True,False
Hanga,False,True,False
Hani,True,False,False
Hania,False,True,False
Hanieh,False,True,False
Hanif,True,False,False
Hanifa,False,True,False
Hanife,False,True,False
Haniya,False,True,False
Haniyah,False,True,False
Haniyya,False,True,False
Hank,True,False,False
Hanke,False,True,False
Hankin,True,False,False
Hann,True,False,False
Hanna,False,True,False
Hannah,False,True,False
Hannas,True,False,False
Hanne,True,True,False
Hannele,False,True,False
Hannelore,False,True,False
Hannes,True,False,False
Hannibal,True,False,False
Hannie,False,True,False
Hanno,True,False,False
Hannu,True,False,False
Hans,True,False,False
Hänsel,True,False,False
Hansel,True,False,False
Hans-Günter,True,False,False
Hans-Günther,True,False,False
Hansjörg,True,False,False
Hans-Jürgen,True,False,False
Hans-Peter,True,False,False
Hanspeter,True,False,False
Hanuman,True,False,False
Hanuš,True,False,False
Hany,True,False,False
Hanzō,True,False,False
Hanzou,True,False,False
Hào,True,False,False
Haoran,True,True,False
Haoua,False,True,False
Haoyu,True,True,False
Ha-o-zinne,False,True,False
Hapi,True,False,False
Happy,True,True,False
Haralamb,True,False,False
Haralambi,True,False,False
Haralampi,True,False,False
Harald,True,False,False
Haraldr,True,False,False
Haralds,True,False,False
Haraldur,True,False,False
Haran,True,False,False
Hardeep,True,True,False
Harding,True,False,False
Hardman,True,False,False
Hardmod,True,False,False
Hardwic,True,False,False
Hardwin,True,False,False
Hardy,True,False,False
Haregewoin,False,True,False
Harel,True,False,False
Harendra,True,False,False
Hari,True,False,False
Haribert,True,False,False
Hariman,True,False,False
Harinder,True,True,False
Haris,True,True,False
Harish,True,False,False
Harisha,True,True,False
Harith,True,False,False
Haritz,True,False,False
Hariwald,True,False,False
Hariwini,True,False,False
Harjaberhtaz,True,False,False
Harjamannô,True,False,False
Harjawaldaz,True,False,False
Harkaitz,True,False,False
Harlan,True,False,False
Harland,True,False,False
Harlee,False,True,False
Harleigh,False,True,False
Harlequin,True,False,False
Harley,True,True,False
Harlow,True,True,False
Harm,True,False,False
Harmen,True,False,False
Harmon,True,False,False
Harmonia,False,True,False
Harmonie,False,True,False
Harmony,False,True,False
Harold,True,False,False
Haroldo,True,False,False
Haron,True,False,False
Haroon,True,False,False
Haroun,True,False,False
Harouna,True,False,False
Harpa,False,True,False
Harper,True,True,False
Harpreet,True,True,False
Harri,True,False,False
Harriet,False,True,False
Harriett,False,True,False
Harrietta,False,True,False
Harriette,False,True,False
Harris,True,False,False
Harrison,True,False,False
Harry,True,False,False
Harsh,True,False,False
Harsha,True,False,False
Harshad,True,False,False
Harshada,False,True,False
Harshal,True,False,False
Harta,True,False,False
Hartley,True,True,False
Hartmann,True,False,False
Hartmut,True,False,False
Hartwig,True,False,False
Hartwin,True,False,False
Haru,True,True,False
Haruka,True,True,False
Haruki,True,False,False
Haruko,False,True,False
Harumi,False,True,False
Harun,True,False,False
Haruna,True,True,False
Harut,True,False,False
Haruto,True,False,False
Harutyun,True,False,False
Harve,True,False,False
Harvey,True,False,False
Harvie,True,False,False
Həsən,True,False,False
Hasan,True,False,False
Hasdrubal,True,False,False
Haseeb,True,False,False
Hashem,True,False,False
Hashim,True,False,False
Hasib,True,False,False
Haşim,True,False,False
Hasim,True,False,False
Hasip,True,False,False
Haskel,True,False,False
Hasmik,False,True,False
Hasna,False,True,False
Hassan,True,False,False
Hasse,True,False,False
Hasso,True,False,False
Hastiin,True,False,False
Hathor,False,True,False
Haþufuns,True,False,False
Hatice,False,True,False
Hatidža,False,True,False
Hatim,True,False,False
Hatshepsut,False,True,False
Hatsue,False,True,False
Hattie,False,True,False
Hatty,False,True,False
Hauke,True,False,False
Haukea,False,True,False
Haul,True,False,False
Haumea,False,True,False
Haunani,False,True,False
Haurvatat,False,True,False
Hauwa,False,True,False
Hauwa'u,False,True,False
Hauzini,False,True,False
Hava,False,True,False
Håvard,True,False,False
Hávarðr,True,False,False
Havel,True,False,False
Haven,True,True,False
Havilah,True,False,False
Havryil,True,False,False
Həvva,False,True,False
Havva,False,True,False
Hawa,False,True,False
Hawise,False,True,False
Hawo,False,True,False
Haxamanish,True,False,False
Haya,False,True,False
Hayat,True,True,False
Hayate,True,False,False
Hayati,True,True,False
Hayato,True,False,False
Haydar,True,False,False
Haydée,False,True,False
Hayden,True,True,False
Hayder,True,False,False
Haydn,True,False,False
Hayes,True,False,False
Hayfa,False,True,False
Hayim,True,False,False
Hayk,True,False,False
Haylee,False,True,False
Hayleigh,False,True,False
Hayley,False,True,False
Haylie,False,True,False
Ha-Yoon,False,True,False
Hayrettin,True,False,False
Hayri,True,False,False
Haytham,True,False,False
Ha-Yun,False,True,False
Haywood,True,False,False
Hayyim,True,False,False
Hazael,True,False,False
Hazal,False,True,False
Hazan,False,True,False
Haze,True,True,False
Hazel,False,True,False
Hazem,True,False,False
Hazim,True,False,False
He,True,True,False
Headley,True,False,False
Heard,True,False,False
Heath,True,False,False
Heather,False,True,False
Heaven,False,True,False
Heavenly,False,True,False
Heba,False,True,False
Hebe,False,True,False
Hebel,True,False,False
Heber,True,False,False
Hecate,False,True,False
Heck,True,False,False
Heckie,True,False,False
Héctor,True,False,False
Hèctor,True,False,False
Hector,True,False,False
Hecuba,False,True,False
Hed,True,True,False
Hedda,False,True,False
Heddwyn,True,False,False
Hédi,True,True,False
Hedieh,False,True,False
Hediye,False,True,False
Hedley,True,False,False
Hedvig,False,True,False
Hedviga,False,True,False
Hedvika,False,True,False
Hedwig,False,True,False
Hedy,False,True,False
Hefin,True,False,False
Hefina,False,True,False
Hege,False,True,False
Heida,False,True,False
Heide,False,True,False
Heidemarie,False,True,False
Heidi,False,True,False
Heidrich,True,False,False
Heidrun,False,True,False
Heike,True,True,False
Heiki,True,False,False
Heikki,True,False,False
Heiko,True,False,False
Heilfrid,True,False,False
Heilwig,False,True,False
Heilyn,True,False,False
Heimdall,True,False,False
Heimdallr,True,False,False
Heimir,True,False,False
Heimirich,True,False,False
Hein,True,False,False
Heiner,True,False,False
Heino,True,False,False
Heinrich,True,False,False
Heinrike,False,True,False
Heintje,True,True,False
Heinz,True,False,False
Heirani,False,True,False
Heiðdís,False,True,False
Heiðrún,False,True,False
Heitiare,False,True,False
Heitor,True,False,False
Hekabe,False,True,False
Hekate,False,True,False
Hekla,False,True,False
Hektor,True,False,False
Hel,False,True,False
Helah,False,True,False
Hélder,True,False,False
Helder,True,False,False
Heledd,False,True,False
Heleen,False,True,False
Heleena,False,True,False
Heleentje,False,True,False
Helen,False,True,False
Heléna,False,True,False
Helēna,False,True,False
Helena,False,True,False
Hélène,False,True,False
Helene,False,True,False
Helenka,False,True,False
Helerius,True,False,False
Helewidis,False,True,False
Helfried,True,False,False
Helga,False,True,False
Helge,True,False,False
Helgi,True,False,False
Heli,True,True,False
Hélia,False,True,False
Helias,True,False,False
Hélier,True,False,False
Helier,True,False,False
Helihel,True,False,False
Hélio,True,False,False
Helio,True,False,False
Heliodoro,True,False,False
Heliodoros,True,False,False
Helios,True,False,False
Helka,False,True,False
Hella,False,True,False
Hellä,False,True,False
Helladios,True,False,False
Helladius,True,False,False
Helle,False,True,False
Hellen,False,True,False
Helma,False,True,False
Helmfrid,True,False,False
Helmfried,True,False,False
Helmi,False,True,False
Helmine,False,True,False
Helmo,True,False,False
Helmold,True,False,False
Helmut,True,False,False
Helmuth,True,False,False
Heloísa,False,True,False
Héloïse,False,True,False
Helve,False,True,False
Helvi,False,True,False
Helvia,False,True,False
Helvius,True,False,False
Hema,False,True,False
Hemera,False,True,False
Hemi,True,False,False
Hemingr,True,False,False
Hemming,True,False,False
Henadz,True,False,False
Hend,False,True,False
Henda,False,True,False
Hendel,False,True,False
Henderson,True,False,False
Hendrick,True,False,False
Hendricus,True,False,False
Hendrik,True,False,False
Hendrika,False,True,False
Hendrikje,False,True,False
Hendrikus,True,False,False
Hendrina,False,True,False
Hendrix,True,False,False
Hendry,True,False,False
Hene,False,True,False
Heng,True,True,False
Hengist,True,False,False
Henk,True,False,False
Henna,False,True,False
Hennadiy,True,False,False
Hennie,True,True,False
Henning,True,False,False
Henny,True,True,False
Henok,True,False,False
Henri,True,False,False
Henrich,True,False,False
Henricus,True,False,False
Henriett,False,True,False
Henrietta,False,True,False
Henriëtte,False,True,False
Henriette,False,True,False
Henriikka,False,True,False
Henrik,True,False,False
Henrika,False,True,False
Henrikas,True,False,False
Henrike,False,True,False
Henrikki,True,False,False
Henrique,True,False,False
Henry,True,False,False
Henryk,True,False,False
Henryka,False,True,False
Henye,False,True,False
Heorhiy,True,False,False
Hephaestus,True,False,False
Hephaistos,True,False,False
Hephzibah,False,True,False
Hepsie,False,True,False
Hepzibah,False,True,False
Hera,False,True,False
Heracleitus,True,False,False
Heracles,True,False,False
Heraclides,True,False,False
Heraclio,True,False,False
Heraclitus,True,False,False
Heraclius,True,False,False
